 Apple iPhone 11 (128GB) - Black;4.5 out of 5 stars;https://m.media-amazon.com/images/I/51kGDXeFZKL._AC_UY218_.jpg;69,900;https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A094278725GV9I3L4VQUG&url=%2FApple-iPhone-11-128GB-Black%2Fdp%2FB07XVLW7YK%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1599223252%26sr%3D8-1-spons%26psc%3D1&qualifier=1599223251&id=8022089921334426&widgetName=sp_atf
 Apple iPhone 7 (32GB) - Black;4.3 out of 5 stars;https://m.media-amazon.com/images/I/41D9NDiSzjL._AC_UY218_.jpg;29,799;https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0715554A4L4V7YT3TXO&url=%2FApple-iPhone-Black-32GB-Storage%2Fdp%2FB01LZKSVRB%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1599223252%26sr%3D8-2-spons%26psc%3D1&qualifier=1599223251&id=8022089921334426&widgetName=sp_atf
 Redmi 8A Dual (Sea Blue, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery;4.0 out of 5 stars;https://m.media-amazon.com/images/I/71yXShgxvpL._AC_UY218_.jpg;7,499;https://www.amazon.in/Redmi-8A-Dual-Blue-Storage/dp/B07X4R63DF/ref=sr_1_3?dchild=1&keywords=mobile&qid=1599223252&sr=8-3
 OPPO A5 2020 (Dazzling White, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers;4.1 out of 5 stars;https://m.media-amazon.com/images/I/71wPwmxo2NL._AC_UY218_.jpg;11,990;https://www.amazon.in/CPH1933-Oppo-A52020-4GB/dp/B07SDPJ4XJ/ref=sr_1_4?dchild=1&keywords=mobile&qid=1599223252&sr=8-4
 Redmi 8A Dual (Sea Blue, 3GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery;4.0 out of 5 stars;https://m.media-amazon.com/images/I/71yXShgxvpL._AC_UY218_.jpg;8,299;https://www.amazon.in/Redmi-8A-Dual-Blue-Storage/dp/B07WPVLKPW/ref=sr_1_5?dchild=1&keywords=mobile&qid=1599223252&sr=8-5
 Samsung Galaxy M21 (Midnight Blue, 4GB RAM, 64GB Storage);4.2 out of 5 stars;https://m.media-amazon.com/images/I/71dujTTJDZL._AC_UY218_.jpg;13,999;https://www.amazon.in/Test-Exclusive-614/dp/B07HGJJ559/ref=sr_1_6?dchild=1&keywords=mobile&qid=1599223252&sr=8-6
 Samsung Galaxy M01 (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers;3.9 out of 5 stars;https://m.media-amazon.com/images/I/81onqHVeECL._AC_UY218_.jpg;8,399;https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCCMCP/ref=sr_1_7?dchild=1&keywords=mobile&qid=1599223252&sr=8-7
 Redmi 8A Dual (Sky White, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery;4.0 out of 5 stars;https://m.media-amazon.com/images/I/710p2f-zAdL._AC_UY218_.jpg;None;https://www.amazon.in/Redmi-8A-Dual-White-Storage/dp/B07X1KSWZ3/ref=sr_1_8?dchild=1&keywords=mobile&qid=1599223252&sr=8-8
 Redmi 8A Dual (Midnight Grey, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery;4.0 out of 5 stars;https://m.media-amazon.com/images/I/71h+C9wJCjL._AC_UY218_.jpg;7,499;https://www.amazon.in/Redmi-8A-Dual-Midnight-Storage/dp/B07X1KSLC3/ref=sr_1_9?dchild=1&keywords=mobile&qid=1599223252&sr=8-9
 Samsung Galaxy M31 (Ocean Blue, 6GB RAM, 128GB Storage);4.3 out of 5 stars;https://m.media-amazon.com/images/I/71-Su4Wr0HL._AC_UY218_.jpg;17,499;https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/dp/B07HGGYWL6/ref=sr_1_10?dchild=1&keywords=mobile&qid=1599223252&sr=8-10
 Samsung Galaxy M01 Core (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers;3.0 out of 5 stars;https://m.media-amazon.com/images/I/71AYb2AGHXL._AC_UY218_.jpg;6,499;https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MQ622N/ref=sr_1_11?dchild=1&keywords=mobile&qid=1599223252&sr=8-11
 Redmi 8A Dual (Sky White, 3GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery;4.0 out of 5 stars;https://m.media-amazon.com/images/I/710p2f-zAdL._AC_UY218_.jpg;8,299;https://www.amazon.in/Redmi-8A-Dual-White-Storage/dp/B07X3P1N3H/ref=sr_1_12?dchild=1&keywords=mobile&qid=1599223252&sr=8-12
 Samsung Galaxy M01 (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers;3.9 out of 5 stars;https://m.media-amazon.com/images/I/81o1rDu5FZL._AC_UY218_.jpg;8,399;https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCDGTQ/ref=sr_1_13?dchild=1&keywords=mobile&qid=1599223252&sr=8-13
 OPPO A5 2020 (Dazzling White, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers;4.1 out of 5 stars;https://m.media-amazon.com/images/I/71wPwmxo2NL._AC_UY218_.jpg;10,990;https://www.amazon.in/Dazzling-Storage-Additional-Exchange-Offers/dp/B07SDPTP6Q/ref=sr_1_14?dchild=1&keywords=mobile&qid=1599223252&sr=8-14
 Samsung Galaxy M21 (Midnight Blue, 6GB RAM, 128GB Storage);4.2 out of 5 stars;https://m.media-amazon.com/images/I/71dujTTJDZL._AC_UY218_.jpg;15,999;https://www.amazon.in/Test-Exclusive-668/dp/B07HGH88GL/ref=sr_1_15?dchild=1&keywords=mobile&qid=1599223252&sr=8-15
 Tecno Spark 6 Air (Ocean Blue, 2GB RAM, 32GB Storage);3.8 out of 5 stars;https://m.media-amazon.com/images/I/71skpdljmvL._AC_UY218_.jpg;7,999;https://www.amazon.in/Tecno-Spark-Ocean-Blue-Storage/dp/B08DJSHY94/ref=sr_1_16?dchild=1&keywords=mobile&qid=1599223252&sr=8-16
 Samsung Galaxy M01 Core (Black, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers;3.0 out of 5 stars;https://m.media-amazon.com/images/I/71AYb2AGHXL._AC_UY218_.jpg;5,498;https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B089MTL51J/ref=sr_1_17?dchild=1&keywords=mobile&qid=1599223252&sr=8-17
 I KALL K3 Smartphone (2GB, 16GB) (Red);None;https://m.media-amazon.com/images/I/51nekkqw9qL._AC_UY218_.jpg;5,499;https://www.amazon.in/KALL-K3-Smartphone-2GB-16GB/dp/B08GYWWB4N/ref=sr_1_18?dchild=1&keywords=mobile&qid=1599223252&sr=8-18
